X;Y;Z;azimuth;dip;polarity;formation
649818.2839;9655588.669;43.33047289;174.3802513;0.065583465;1;ndl
649818.2839;9655588.669;43.53399;281.6952383;0.046878726;1;pbc
649818.2839;9655588.669;43.522979;276.9647479;0.041033803;1;pirit
