X,Y,Z,azimuth,dip,polarity,formation
649818.283867,9655588.66938,43.53399,281.69523830688513,0.046878725956328395,1.0,pbc
649818.283867,9655588.66938,43.522979,276.9647479171282,0.041033802958026895,1.0,pirit
649818.283867,9655588.66938,43.330472887126,174.3802513263263,0.06558346482504496,1.0,ndl
